Paper Title,Number of Reviews,Average Review Length,Review Texts,Scores,Rebuttal Present,Rebuttal Text,Authors,Decision
Reinforcement Learning-Based Estimation for Partial Differential Equations,0,0,[],[],False,N/A,"['Saviz Mowlavi', 'Mouhacine Benosman', 'Saleh Nabi']",N/A
Heterogeneous-Agent Mirror Learning,0,0,[],[],False,N/A,"['Jakub Grudzien Kuba', 'Xidong Feng', 'Shiyao Ding', 'Hao Dong', 'Yaodong Yang']",N/A
Recursive Time Series Data Augmentation,0,0,[],[],False,N/A,"['Amine Mohamed Aboussalah', 'Minjae Kwon', 'Raj G Patel', 'Cheng Chi', 'Chi-Guhn Lee']",N/A
Auto-Encoding Goodness of Fit,0,0,[],[],False,N/A,"['Aaron Palmer', 'Zhiyi Chi', 'Derek Aguiar', 'Jinbo Bi']",N/A
VER: Learning Natural Language Representations for Verbalizing Entities and Relations,0,0,[],[],False,N/A,"['Jie Huang', 'Kevin Chang']",N/A
Adaptive IMLE for Few-shot Image Synthesis,0,0,[],[],False,N/A,"['Mehran Aghabozorgi', 'Shichong Peng', 'Ke Li']",N/A
Understanding the Covariance Structure of Convolutional Filters,0,0,[],[],False,N/A,"['Asher Trockman', 'Devin Willmott', 'J Zico Kolter']",N/A
Reinforcement Logic Rule Learning for Temporal Point Processes ,0,0,[],[],False,N/A,"['Chao Yang', 'Lu Wang', 'Kun Gao', 'Shuang Li']",N/A
Masked Distillation with Receptive Tokens,0,0,[],[],False,N/A,"['Tao Huang', 'Yuan Zhang', 'Shan You', 'Fei Wang', 'Chen Qian', 'Jian Cao', 'Chang Xu']",N/A
Robust Multivariate Time-Series Forecasting: Adversarial Attacks and Defense Mechanisms,0,0,[],[],False,N/A,"['Linbo Liu', 'Youngsuk Park', 'Trong Nghia Hoang', 'Hilaf Hasson', 'Luke Huan']",N/A
TextShield: Beyond Successfully Detecting Adversarial Sentences in text classification,0,0,[],[],False,N/A,"['Lingfeng Shen', 'Ze Zhang', 'Haiyun Jiang', 'Ying Chen']",N/A
Efficient Deep Reinforcement Learning Requires Regulating Overfitting,0,0,[],[],False,N/A,"['Qiyang Li', 'Aviral Kumar', 'Ilya Kostrikov', 'Sergey Levine']",N/A
Nuisances via Negativa: Adjusting for Spurious Correlations via Data Augmentation,0,0,[],[],False,N/A,"['Aahlad Manas Puli', 'Nitish Joshi', 'He He', 'Rajesh Ranganath']",N/A
Ask Me Anything: A simple strategy for prompting language models,0,0,[],[],False,N/A,"['Simran Arora', 'Avanika Narayan', 'Mayee F Chen', 'Laurel Orr', 'Neel Guha', 'Kush Bhatia', 'Ines Chami', 'Christopher Re']",N/A
Limits of Algorithmic Stability for Distributional Generalization,0,0,[],[],False,N/A,"['Neha Hulkund', 'Vinith Menon Suriyakumar', 'Taylor W. Killian', 'Marzyeh Ghassemi']",N/A
WikiWhy: Answering and Explaining Cause-and-Effect Questions,0,0,[],[],False,N/A,"['Matthew Ho', 'Aditya Sharma', 'Justin Chang', 'Michael Saxon', 'Sharon Levy', 'Yujie Lu', 'William Yang Wang']",N/A
Offline Reinforcement Learning with Differentiable Function Approximation is Provably Efficient,0,0,[],[],False,N/A,"['Ming Yin', 'Mengdi Wang', 'Yu-Xiang Wang']",N/A
Proto-Value Networks: Scaling Representation Learning with Auxiliary Tasks,0,0,[],[],False,N/A,"['Jesse Farebrother', 'Joshua Greaves', 'Rishabh Agarwal', 'Charline Le Lan', 'Ross Goroshin', 'Pablo Samuel Castro', 'Marc G Bellemare']",N/A
Pseudometric guided online query and update for offline reinforcement learning,0,0,[],[],False,N/A,"['Haoran Li', 'Yang Weng']",N/A
Efficient Data Subset Selection to Generalize Training Across Models: Transductive and Inductive Networks,0,0,[],[],False,N/A,"['Eeshaan Jain', 'Tushar Nandy', 'Gaurav Aggarwal', 'Ashish V. Tendulkar', 'Rishabh K Iyer', 'Abir De']",N/A
Probe Into Multi-agent Adversarial Reinforcement Learning through Mean-Field Optimal Control,0,0,[],[],False,N/A,"['Ziming Wang', 'Fengxiang He', 'Bohan Wang', 'Die Gan', 'Dacheng Tao']",N/A
Robust Algorithms on Adaptive Inputs from Bounded Adversaries,0,0,[],[],False,N/A,"['Yeshwanth Cherapanamjeri', 'Sandeep Silwal', 'David Woodruff', 'Fred Zhang', 'Qiuyi Zhang', 'Samson Zhou']",N/A
"Chasing All-Round Graph Representation Robustness: Model, Training, and Optimization",0,0,[],[],False,N/A,"['Chunhui Zhang', 'Yijun Tian', 'Mingxuan Ju', 'Zheyuan Liu', 'Yanfang Ye', 'Nitesh Chawla', 'Chuxu Zhang']",N/A
Training Neural Networks with Low-Precision Model Memory,0,0,[],[],False,N/A,"['Bingrui Li', 'Ziteng Wang', 'Jianfei Chen', 'Jun Zhu']",N/A
Raisin: Residual Algorithms for Versatile Offline Reinforcement Learning,0,0,[],[],False,N/A,"['Braham Snyder', 'Yuke Zhu']",N/A
VQR: Automated Software Vulnerability Repair Through Vulnerability Queries,0,0,[],[],False,N/A,"['Michael Fu', 'Van Nguyen', 'Chakkrit Tantithamthavorn', 'Trung Le', 'Dinh Phung']",N/A
Fully Online Meta Learning,0,0,[],[],False,N/A,"['Jathushan Rajasegaran', 'Chelsea Finn', 'Sergey Levine']",N/A
Learning Globally Smooth Functions on Manifolds,0,0,[],[],False,N/A,"['Juan Cervino', 'Luiz F. O. Chamon', 'Benjamin David Haeffele', 'Rene Vidal', 'Alejandro Ribeiro']",N/A
On Representing Mixed-Integer Linear Programs by Graph Neural Networks,0,0,[],[],False,N/A,"['Ziang Chen', 'Jialin Liu', 'Xinshang Wang', 'Wotao Yin']",N/A
LEARNING DYNAMIC ABSTRACT REPRESENTATIONS FOR SAMPLE-EFFICIENT REINFORCEMENT LEARNING,0,0,[],[],False,N/A,"['Mehdi Dadvar', 'Rashmeet Kaur Nayyar', 'Siddharth Srivastava']",N/A
Fighting Fire with Fire: Contrastive Debiasing without Bias-free Data via Generative Bias-transformation,0,0,[],[],False,N/A,"['Yeonsung Jung', 'Hajin Shim', 'June Yong Yang', 'Eunho Yang']",N/A
On Representing Linear Programs by Graph Neural Networks,0,0,[],[],False,N/A,"['Ziang Chen', 'Jialin Liu', 'Xinshang Wang', 'Wotao Yin']",N/A
On the Importance and Applicability of Pre-Training for Federated Learning,0,0,[],[],False,N/A,"['Hong-You Chen', 'Cheng-Hao Tu', 'Ziwei Li', 'Han Wei Shen', 'Wei-Lun Chao']",N/A
Scale-invariant Bayesian Neural Networks with Connectivity Tangent Kernel,0,0,[],[],False,N/A,"['SungYub Kim', 'Sihwan Park', 'Kyung-Su Kim', 'Eunho Yang']",N/A
Autoregressive Graph Network for Learning Multi-step Physics,0,0,[],[],False,N/A,"['Sakthi Kumar Arul Prakash', 'Conrad Tucker']",N/A
Simple initialization and parametrization of sinusoidal networks via their kernel bandwidth,0,0,[],[],False,N/A,"['Filipe de Avila Belbute-Peres', 'J Zico Kolter']",N/A
Quasiconvex Shallow Neural Network,0,0,[],[],False,N/A,"['CHENHAN XIAO', 'Yang Weng']",N/A
The Best of Both Worlds: Accurate Global and Personalized Models through Federated Learning with Data-Free Hyper-Knowledge Distillation,0,0,[],[],False,N/A,"['Huancheng Chen', 'Chaining Wang', 'Haris Vikalo']",N/A
Minimalistic Unsupervised Representation Learning with the Sparse Manifold Transform,0,0,[],[],False,N/A,"['Yubei Chen', 'Zeyu Yun', 'Yi Ma', 'Bruno Olshausen', 'Yann LeCun']",N/A
Over-Training with Mixup May Hurt Generalization,0,0,[],[],False,N/A,"['Zixuan Liu', 'Ziqiao Wang', 'Hongyu Guo', 'Yongyi Mao']",N/A
HiCLIP: Contrastive Language-Image Pretraining with Hierarchy-aware Attention,0,0,[],[],False,N/A,"['Shijie Geng', 'Jianbo Yuan', 'Yu Tian', 'Yuxiao Chen', 'Yongfeng Zhang']",N/A
Quantile Risk Control: A Flexible Framework for Bounding the Probability of High-Loss Predictions,0,0,[],[],False,N/A,"['Jake Snell', 'Thomas P Zollo', 'Zhun Deng', 'Toniann Pitassi', 'Richard Zemel']",N/A
Dynamic Neural Network is All You Need: Understanding the Robustness of Dynamic Mechanisms in Neural Networks,0,0,[],[],False,N/A,"['Mirazul Haque', 'Wei Yang']",N/A
AutoMoE: Neural Architecture Search for Efficient Sparsely Activated Transformers,0,0,[],[],False,N/A,"['Ganesh Jawahar', 'Subhabrata Mukherjee', 'Xiaodong Liu', 'Young Jin Kim', 'Muhammad Abdul-Mageed', 'Laks V. S. Lakshmanan', 'Ahmed Hassan Awadallah', 'Sebastien Bubeck', 'Jianfeng Gao']",N/A
Learning Shareable Bases for Personalized Federated Image Classification,0,0,[],[],False,N/A,"['Hong-You Chen', 'Jike zhong', 'Mingda Zhang', 'Xuhui Jia', 'Hang Qi', 'Boqing Gong', 'Wei-Lun Chao', 'Li Zhang']",N/A
Curriculum-inspired Training for Selective Neural Networks,0,0,[],[],False,N/A,"['Rui Liu', 'Reza Soroushmehr', 'Barzan Mozafari']",N/A
A Probabilistic Framework For Modular Continual Learning,0,0,[],[],False,N/A,"['Lazar Valkov', 'Akash Srivastava', 'Dipak Chaudhari', 'Swarat Chaudhuri', 'Charles Sutton']",N/A
Knowledge-Grounded Reinforcement Learning,0,0,[],[],False,N/A,"['Zih-Yun Chiu', 'Yi-Lin Tuan', 'William Yang Wang', 'Michael C. Yip']",N/A
Git Re-Basin: Merging Models modulo Permutation Symmetries,0,0,[],[],False,N/A,"['Samuel Ainsworth', 'Jonathan Hayase', 'Siddhartha Srinivasa']",N/A
The Tilted Variational Autoencoder: Improving Out-of-Distribution Detection,0,0,[],[],False,N/A,"['Griffin Floto', 'Stefan Kremer', 'Mihai Nica']",N/A
The Role of Coverage in Online Reinforcement Learning,0,0,[],[],False,N/A,"['Tengyang Xie', 'Dylan J Foster', 'Yu Bai', 'Nan Jiang', 'Sham M. Kakade']",N/A
Learning Mixture Models with Simultaneous Data Partitioning and Parameter Estimation,0,0,[],[],False,N/A,"['Parth Vipul Sangani', 'Arjun Shashank Kashettiwar', 'Durga S', 'Ganesh Ramakrishnan', 'Rishabh K Iyer', 'Abir De']",N/A
Estimating Treatment Effects using Neurosymbolic Program Synthesis,0,0,[],[],False,N/A,"['Abbavaram Gowtham Reddy', 'Vineeth N. Balasubramanian']",N/A
Stateful Active Facilitator: Coordination and Environmental Heterogeneity in Cooperative Multi-Agent Reinforcement Learning,0,0,[],[],False,N/A,"['Dianbo Liu', 'Vedant Shah', 'Oussama Boussif', 'Cristian Meo', 'Anirudh Goyal', 'Tianmin Shu', 'Michael Curtis Mozer', 'Nicolas Heess', 'Yoshua Bengio']",N/A
UNDERSTANDING HTML WITH LARGE LANGUAGE MODELS,0,0,[],[],False,N/A,"['Izzeddin Gur', 'Ofir Nachum', 'Yingjie Miao', 'Mustafa Safdari', 'Austin V Huang', 'Sharan Narang', 'Aakanksha Chowdhery', 'Noah Fiedel', 'Aleksandra Faust']",N/A
Kuiper: Moderated Asynchronous Federated Learning on Heterogeneous Mobile Devices with Non-IID Data,0,0,[],[],False,N/A,"['Dipesh Tamboli', 'Pranjal Jain', 'Atul Sharma', 'Biplab Banerjee', 'Saurabh Bagchi', 'Somali Chaterji']",N/A
Learning Achievement Structure for Structured Exploration in Domains with Sparse Reward,0,0,[],[],False,N/A,"['Zihan Zhou', 'Animesh Garg']",N/A
Semi-Autoregressive Energy Flows: Towards Determinant-Free Training of Normalizing Flows,0,0,[],[],False,N/A,"['Phillip Si', 'Zeyi Chen', 'Subham Sekhar Sahoo', 'Yair Schiff', 'Volodymyr Kuleshov']",N/A
PINTO: Faithful Language Reasoning Using Prompt-Generated Rationales,0,0,[],[],False,N/A,"['PeiFeng Wang', 'Aaron Chan', 'Filip Ilievski', 'Muhao Chen', 'Xiang Ren']",N/A
Game Theoretic Mixed Experts for Combinational Adversarial Machine Learning,0,0,[],[],False,N/A,"['Ethan Rathbun', 'Kaleel Mahmood', 'Sohaib Ahmad', 'Caiwen Ding', 'Marten van Dijk']",N/A
Return Augmentation gives Supervised RL Temporal Compositionality,0,0,[],[],False,N/A,"['Keiran Paster', 'Silviu Pitis', 'Sheila A. McIlraith', 'Jimmy Ba']",N/A
Excess Risk of Two-Layer ReLU Neural Networks in Teacher-Student Settings and its Superiority to Kernel Methods,0,0,[],[],False,N/A,"['Shunta Akiyama', 'Taiji Suzuki']",N/A
Automatic Data Augmentation via Invariance-Constrained Learning,0,0,[],[],False,N/A,"['Ignacio Hounie', 'Luiz F. O. Chamon', 'Alejandro Ribeiro']",N/A
GEASS: Neural causal feature selection for high-dimensional biological data,0,0,[],[],False,N/A,"['Mingze Dong', 'Yuval Kluger']",N/A
Unsupervised 3D Scene Representation Learning via Movable Object Inference,0,0,[],[],False,N/A,"['Honglin Chen', 'Wanhee Lee', 'Hong-Xing Yu', 'Rahul Mysore Venkatesh', 'Joshua B. Tenenbaum', 'Daniel Bear', 'Jiajun Wu', 'Daniel LK Yamins']",N/A
Linearly Mapping from Image to Text Space,0,0,[],[],False,N/A,"['Jack Merullo', 'Louis Castricato', 'Carsten Eickhoff', 'Ellie Pavlick']",N/A
Actor-Critic Alignment for Offline-to-Online Reinforcement Learning,0,0,[],[],False,N/A,"['Zishun Yu', 'Xinhua Zhang']",N/A
Characterizing intrinsic compositionality in transformers with Tree Projections,0,0,[],[],False,N/A,"['Shikhar Murty', 'Pratyusha Sharma', 'Jacob Andreas', 'Christopher D Manning']",N/A
What Do We Maximize in Self-Supervised Learning And Why Does Generalization Emerge?,0,0,[],[],False,N/A,"['Ravid Shwartz-Ziv', 'Randall Balestriero', 'Kenji Kawaguchi', 'Yann LeCun']",N/A
SmartFRZ: An Efficient Training Framework using Attention-Based Layer Freezing,0,0,[],[],False,N/A,"['Sheng Li', 'Geng Yuan', 'Yue Dai', 'Youtao Zhang', 'Yanzhi Wang', 'Xulong Tang']",N/A
Similarity-Based Cooperation,0,0,[],[],False,N/A,"['Caspar Oesterheld', 'Johannes Treutlein', 'Roger Baker Grosse', 'Vincent Conitzer', 'Jakob Nicolaus Foerster']",N/A
Consistent Data Distribution Sampling for Large-scale Retrieval,0,0,[],[],False,N/A,"['Hongyu Ou', 'Jun Yin', 'Huanqin Wu', 'ANAN LIU', 'Lin Zhao', 'Tao Chen', 'Yuekui Yang', 'TAO YANG']",N/A
NOVEL FEATURE REPRESENTATION STRATEGIES FOR TIME SERIES FORECASTING WITH PREDICTED FUTURE COVARIATES,0,0,[],[],False,N/A,"['Jimeng Shi', 'Rukmangadh Sai Myana', 'Vitalii Stebliankin', 'Azam Shirali', 'Giri Narasimhan']",N/A
Augmentation Component Analysis: Modeling Similarity via the Augmentation Overlaps,0,0,[],[],False,N/A,"['Lu Han', 'Han-Jia Ye', 'De-Chuan Zhan']",N/A
Replicable Bandits,0,0,[],[],False,N/A,"['Hossein Esfandiari', 'Alkis Kalavasis', 'Amin Karbasi', 'Andreas Krause', 'Vahab Mirrokni', 'Grigoris Velegkas']",N/A
NEURAL HAMILTONIAN FLOWS IN GRAPH NEURAL NETWORKS,0,0,[],[],False,N/A,"['Qiyu Kang', 'Kai Zhao', 'Yang Song', 'Sijie Wang', 'Wee Peng Tay']",N/A
Convergence Analysis of Split Learning on Non-IID Data,0,0,[],[],False,N/A,"['Yipeng Li', 'Xinchen Lyu']",N/A
Principal Trade-off Analysis,0,0,[],[],False,N/A,"['Alexander Strang', 'David Robert SeWell', 'Alexander Kim', 'Kevin Alcedo', 'David Rosenbluth']",N/A
Neural Bregman Divergences for Distance Learning,0,0,[],[],False,N/A,"['Fred Lu', 'Edward Raff', 'Francis Ferraro']",N/A
Offline Reinforcement Learning from Heteroskedastic Data Via Support Constraints,0,0,[],[],False,N/A,"['Anikait Singh', 'Aviral Kumar', 'Quan Vuong', 'Yevgen Chebotar', 'Sergey Levine']",N/A
Finding Private Bugs: Debugging Implementations of Differentially Private Stochastic Gradient Descent ,0,0,[],[],False,N/A,"['Congyu Fang', 'Hengrui Jia', 'Ali Shahin Shamsabadi', 'Nicolas Papernot']",N/A
A Computationally Efficient Sparsified Online Newton Method,0,0,[],[],False,N/A,"['Fnu Devvrit', 'Sai Surya Duvvuri', 'Rohan Anil', 'Vineet Gupta', 'Cho-Jui Hsieh', 'Inderjit S Dhillon']",N/A
Solving Continual Learning via Problem Decomposition,0,0,[],[],False,N/A,"['Gyuhak Kim', 'Changnan Xiao', 'Tatsuya Konishi', 'Zixuan Ke', 'Bing Liu']",N/A
Long Term Fairness via Performative Distributionally Robust Optimization,0,0,[],[],False,N/A,"['Garnet Liam Peet-Pare', 'Nidhi Hegde', 'Alona Fyshe']",N/A
The In-Sample Softmax for Offline Reinforcement Learning,0,0,[],[],False,N/A,"['Chenjun Xiao', 'Han Wang', 'Yangchen Pan', 'Adam White', 'Martha White']",N/A
LUNA: Language as Continuing Anchors for Referring Expression Comprehension,0,0,[],[],False,N/A,"['Yaoyuan Liang', 'Zhao Yang', 'Yansong Tang', 'Jiashuo Fan', 'Jingang Wang', 'Wei Wu', 'Philip Torr', 'Shao-Lun Huang']",N/A
Bias Propagation in Federated Learning,0,0,[],[],False,N/A,"['Hongyan Chang', 'Reza Shokri']",N/A
Causal Confusion and Reward Misidentification in Preference-Based Reward Learning,0,0,[],[],False,N/A,"['Jeremy Tien', 'Jerry Zhi-Yang He', 'Zackory Erickson', 'Anca Dragan', 'Daniel S. Brown']",N/A
UniKGQA: Unified Retrieval and Reasoning for Solving Multi-hop Question Answering Over Knowledge Graph,0,0,[],[],False,N/A,"['Jinhao Jiang', 'Kun Zhou', 'Xin Zhao', 'Ji-Rong Wen']",N/A
Comparing Human and Machine Bias in Face Recognition,0,0,[],[],False,N/A,"['Samuel Dooley', 'George Zhihong Wei', 'Ryan Downing', 'Nathan Shankar', 'Bradon Michael Thymes', 'Gudrun Lilja Thorkelsdottir', 'Tiye A Kurtz-Miott', 'Rachel Mattson', 'Olufemi Obiwumi', 'Valeriia Cherepanova', 'Micah Goldblum', 'John P Dickerson', 'Tom Goldstein']",N/A
Sufficient Subgraph Embedding Memory for Continual Graph Representation Learning,0,0,[],[],False,N/A,"['Xikun ZHANG', 'Dongjin Song', 'Dacheng Tao']",N/A
One cannot stand for everyone! Leveraging Multiple User Simulators to train Task-oriented Dialogue Systems,0,0,[],[],False,N/A,"['Yajiao LIU', 'Xin Jiang', 'Yichun Yin', 'Yasheng Wang', 'Fei Mi', 'Qun Liu', 'Xiang Wan', 'Benyou Wang']",N/A
Is the Performance of My Deep Network Too Good to Be True? A Direct Approach to Estimating the Bayes Error in Binary Classification,0,0,[],[],False,N/A,"['Takashi Ishida', 'Ikko Yamane', 'Nontawat Charoenphakdee', 'Gang Niu', 'Masashi Sugiyama']",N/A
Learning Deep Operator Networks: The Benefits of Over-Parameterization,0,0,[],[],False,N/A,"['Bhavesh Shrimali', 'Arindam Banerjee']",N/A
How Useful are Gradients for OOD Detection Really?,0,0,[],[],False,N/A,"['Conor Igoe', 'Youngseog Chung', 'Ian Char', 'Jeff Schneider']",N/A
Many-Body Approximation for Tensors,0,0,[],[],False,N/A,"['Kazu Ghalamkari', 'Mahito Sugiyama']",N/A
Faster Last-iterate Convergence of Policy Optimization in Zero-Sum Markov Games,0,0,[],[],False,N/A,"['Shicong Cen', 'Yuejie Chi', 'Simon Shaolei Du', 'Lin Xiao']",N/A
Memorization Capacity of Neural Networks with Conditional Computation,0,0,[],[],False,N/A,['Erdem Koyuncu'],N/A
On the Power of Pre-training for Generalization in RL: Provable Benefits and Hardness,0,0,[],[],False,N/A,"['Haotian Ye', 'Xiaoyu Chen', 'Liwei Wang', 'Simon Shaolei Du']",N/A
"A Fast, Well-Founded Approximation to the Empirical Neural Tangent Kernel",0,0,[],[],False,N/A,"['Mohamad Amin Mohamadi', 'Danica J. Sutherland']",N/A
Weighted Clock Logic Point Process,0,0,[],[],False,N/A,"['Ruixuan Yan', 'Yunshi Wen', 'Debarun Bhattacharjya', 'Ronny Luss', 'Tengfei Ma', 'Achille Fokoue', 'Anak Agung Julius']",N/A
Simple Emergent Action Representations from Multi-Task Policy Training,0,0,[],[],False,N/A,"['Pu Hua', 'Yubei Chen', 'Huazhe Xu']",N/A
Iterative Task-adaptive Pretraining for Unsupervised Word Alignment,0,0,[],[],False,N/A,"['Zhi Li', 'Gao Xing', 'Ji Zhang', 'Yin Zhang']",N/A
Open-Set 3D Detection via Image-level Class and Debiased Cross-modal Contrastive Learning,0,0,[],[],False,N/A,"['Yuheng Lu', 'Chenfeng Xu', 'Xiaobao Wei', 'Xiaodong Xie', 'Masayoshi Tomizuka', 'Kurt Keutzer', 'Shanghang Zhang']",N/A
Tight Non-asymptotic Inference via Sub-Gaussian Intrinsic Moment Norm,0,0,[],[],False,N/A,"['Huiming Zhang', 'Haoyu Wei', 'Guang Cheng']",N/A
Interaction-Based Disentanglement of Entities for Object-Centric World Models,0,0,[],[],False,N/A,"['Akihiro Nakano', 'Masahiro Suzuki', 'Yutaka Matsuo']",N/A
CodeT5Mix: A Pretrained Mixture of Encoder-decoder Transformers for Code Understanding and Generation,0,0,[],[],False,N/A,"['Yue Wang', 'Hung Le', 'Akhilesh Deepak Gotmare', 'Junnan Li', 'Steven Hoi']",N/A
Neural Image-based Avatars: Generalizable Radiance Fields for Human Avatar Modeling,0,0,[],[],False,N/A,"['YoungJoong Kwon', 'Dahun Kim', 'Duygu Ceylan', 'Henry Fuchs']",N/A
Federated Neural Bandits,0,0,[],[],False,N/A,"['Zhongxiang Dai', 'Yao Shu', 'Arun Verma', 'Flint Xiaofeng Fan', 'Bryan Kian Hsiang Low', 'Patrick Jaillet']",N/A
Compositional Task Representations for Large Language Models,0,0,[],[],False,N/A,"['NAN SHAO', 'Zefan Cai', 'Hanwei xu', 'Chonghua Liao', 'Yanan Zheng', 'Zhilin Yang']",N/A
What do large networks memorize?,0,0,[],[],False,N/A,"['Michal Lukasik', 'Aditya Krishna Menon', 'Ankit Singh Rawat', 'Vaishnavh Nagarajan', 'Sanjiv Kumar']",N/A
TILDE-Q: a Transformation Invariant Loss Function for Time-Series Forecasting,0,0,[],[],False,N/A,"['Hyunwook Lee', 'Chunggi Lee', 'Hongkyu Lim', 'Sungahn Ko']",N/A
A Picture of the Space of Typical Learning Tasks,0,0,[],[],False,N/A,"['Rahul Ramesh', 'Jialin Mao', 'Itay Griniasty', 'Rubing Yang', 'Han Kheng Teoh', 'Mark Transtrum', 'James Sethna', 'Pratik Chaudhari']",N/A
REPAIR: REnormalizing Permuted Activations for Interpolation Repair,0,0,[],[],False,N/A,"['Keller Jordan', 'Hanie Sedghi', 'Olga Saukh', 'Rahim Entezari', 'Behnam Neyshabur']",N/A
Multi-View Masked Autoencoders for Visual Control,0,0,[],[],False,N/A,"['Younggyo Seo', 'Junsu Kim', 'Stephen James', 'Kimin Lee', 'Jinwoo Shin', 'Pieter Abbeel']",N/A
Boosting Adversarial Training with Masked Adaptive Ensemble,0,0,[],[],False,N/A,"['Fudong Lin', 'Xu Yuan', 'Nian-Feng Tzeng']",N/A
Diffusion-GAN: Training GANs with Diffusion,0,0,[],[],False,N/A,"['Zhendong Wang', 'Huangjie Zheng', 'Pengcheng He', 'Weizhu Chen', 'Mingyuan Zhou']",N/A
Contextual Subspace Approximation with Neural Householder Transforms,0,0,[],[],False,N/A,"['Kerrick Johnstonbaugh', 'Michael Przystupa', 'Jacob Keller', 'Martin Jagersand']",N/A
Mind the Pool: Convolutional Neural Networks Can Overfit Input Size,0,0,[],[],False,N/A,"['Bilal Alsallakh', 'David Yan', 'Narine Kokhlikyan', 'Vivek Miglani', 'Orion Reblitz-Richardson', 'Pamela Bhattacharya']",N/A
Reparameterization through Spatial Gradient Scaling,0,0,[],[],False,N/A,"['Alexander Detkov', 'Mohammad Salameh', 'Muhammad Fetrat', 'Jialin Zhang', 'Robin Luwei', 'SHANGLING JUI', 'Di Niu']",N/A
Boomerang: Local sampling on image manifolds using diffusion models,0,0,[],[],False,N/A,"['Lorenzo Luzi', 'Ali Siahkoohi', 'Paul M Mayer', 'Josue Casco-Rodriguez', 'Richard Baraniuk']",N/A
TOWARD RELIABLE NEURAL SPECIFICATIONS,0,0,[],[],False,N/A,"['Chuqin Geng', 'Nham Le', 'Xiaojie Xu', 'Zhaoyue Wang', 'Arie Gurfinkel', 'Xujie Si']",N/A
A second order regression model shows edge of stability behavior,0,0,[],[],False,N/A,"['Atish Agarwala', 'Jeffrey Pennington', 'Fabian Pedregosa']",N/A
Unsupervised Learning for Combinatorial Optimization Needs Meta Learning,0,0,[],[],False,N/A,"['Haoyu Peter Wang', 'Pan Li']",N/A
Latent Topology Induction for Understanding Contextualized Representations,0,0,[],[],False,N/A,"['Yao Fu', 'Mirella Lapata']",N/A
DyG2Vec: Representation Learning for Dynamic Graphs With Self-supervision,0,0,[],[],False,N/A,"['Mohammad Ali Alomrani', 'Mahdi Biparva', 'Yingxue Zhang', 'Mark Coates']",N/A
Unsupervised Meta-learning via Few-shot Pseudo-supervised Contrastive Learning,0,0,[],[],False,N/A,"['Huiwon Jang', 'Hankook Lee', 'Jinwoo Shin']",N/A
PromptBoosting: Black-Box Text Classification with Ten Forward Passes,0,0,[],[],False,N/A,"['Bairu Hou', ""Joe O'Connor"", 'Jacob Andreas', 'Shiyu Chang', 'Yang Zhang']",N/A
Decepticons: Corrupted Transformers Breach Privacy in Federated Learning for Language Models,0,0,[],[],False,N/A,"['Liam H Fowl', 'Jonas Geiping', 'Steven Reich', 'Yuxin Wen', 'Wojciech Czaja', 'Micah Goldblum', 'Tom Goldstein']",N/A
Adaptive Optimization in the $\infty$-Width Limit,0,0,[],[],False,N/A,"['Etai Littwin', 'Greg Yang']",N/A
Pyramidal Denoising Diffusion Probabilistic Models,0,0,[],[],False,N/A,"['Dohoon Ryu', 'Jong Chul Ye']",N/A
Guiding Energy-based Models via Contrastive Latent Variables,0,0,[],[],False,N/A,"['Hankook Lee', 'Jongheon Jeong', 'Sejun Park', 'Jinwoo Shin']",N/A
Deep Watermarks for Attributing Generative Models,0,0,[],[],False,N/A,"['Guangyu Nie', 'Changhoon Kim', 'Yezhou Yang', 'Yi Ren']",N/A
Steerable Equivariant Representation Learning,0,0,[],[],False,N/A,"['Sangnie Bhardwaj', 'Willie McClinton', 'Tongzhou Wang', 'Guillaume Lajoie', 'Chen Sun', 'Phillip Isola', 'Dilip Krishnan']",N/A
Differentially Private Diffusion Models,0,0,[],[],False,N/A,"['Tim Dockhorn', 'Tianshi Cao', 'Arash Vahdat', 'Karsten Kreis']",N/A
Outlier-Robust Group Inference via Gradient Space Clustering,0,0,[],[],False,N/A,"['Yuchen Zeng', 'Kristjan Greenewald', 'Kangwook Lee', 'Justin Solomon', 'Mikhail Yurochkin']",N/A
Broken Neural Scaling Laws,0,0,[],[],False,N/A,"['Ethan Caballero', 'Kshitij Gupta', 'Irina Rish', 'David Krueger']",N/A
Learning to perceive objects by prediction,0,0,[],[],False,N/A,"['Tushar Arora', 'JOHN DAY', 'Li Erran Li', 'Ming Bo Cai']",N/A
Avoiding spurious correlations via logit correction,0,0,[],[],False,N/A,"['Sheng Liu', 'Xu Zhang', 'Nitesh Sekhar', 'Yue Wu', 'Prateek Singhal', 'Carlos Fernandez-Granda']",N/A
LEARNING CONTEXT-AWARE ADAPTIVE SOLVERS TO ACCELERATE QUADRATIC PROGRAMMING,0,0,[],[],False,N/A,"['Haewon Jung', 'Junyoung Park', 'Jinkyoo Park']",N/A
Learning Latent Structural Causal Models,0,0,[],[],False,N/A,"['Jithendaraa Subramanian', 'Yashas Annadani', 'Ivaxi Sheth', 'Nan Rosemary Ke', 'Tristan Deleu', 'Stefan Bauer', 'Derek Nowrouzezahrai', 'Samira Ebrahimi Kahou']",N/A
